基金代码,基金名称,币种,份额类别,市场标签,交易场所,净值日期,近1年收益率,近3年收益率,近5年收益率,近10年收益率,日累计申购限额,限额来源,申购状态,赎回状态,天天基金申购费,管理费率,托管费率,销售服务费率,申购费率明细,赎回费率明细,定期报告链接
006075,博时标普500ETF联接C,人民币,C,标普,场外/联接/LOF,2026-05-24,21.22%,66.66%,77.68%,--,100元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.60%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_006075_3.html
018738,博时标普500ETF联接E(人民币),人民币,未标明,标普,场外/联接/LOF,2026-05-21,21.63%,--,--,--,,,限大额,开放赎回,,0.60%（每年）,0.20%（每年）,0.01%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_018738_3.html
013404,大成标普500等权重指数(QDII)A美元,美元,A,标普,场外/联接/LOF,2026-05-24,17.94%,44.90%,--,--,,,限大额,开放赎回,,1.00%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.50%；大于等于20万美元，小于100万美元: 1.00%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于2年: 0.25%；大于等于2年: 0.00%,https://fundf10.eastmoney.com/jjgg_013404_3.html
096001,大成标普500等权重指数(QDII)A人民币,人民币,A,标普,场外/联接/LOF,2026-05-21,12.04%,40.54%,45.61%,126.97%,50元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.00%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于500万元: 1.00% | 0.10%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于2年: 0.25%；大于等于2年: 0.00%,https://fundf10.eastmoney.com/jjgg_096001_3.html
015545,大成标普500等权重指数(QDII)C美元,美元,C,标普,场外/联接/LOF,2026-05-24,17.59%,--,--,--,,,限大额,开放赎回,,1.00%（每年）,0.20%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_015545_3.html
008401,大成标普500等权重指数(QDII)C人民币,人民币,C,标普,场外/联接/LOF,2026-05-21,11.71%,--,--,--,50元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.00%（每年）,0.20%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_008401_3.html
017028,国泰标普500ETF发起联接(QDII)A人民币,人民币,A,标普,场外/联接/LOF,2026-05-21,18.63%,61.55%,--,--,1.00万元,天天基金F10购买信息,暂停申购,开放赎回,0.10%,0.60%（每年）,0.15%（每年）,0.00%（每年）,小于50万元: 1.00% | 0.10%；大于等于50万元，小于100万元: 0.60% | 0.06%；大于等于100万元: 每笔100元,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_017028_3.html
017030,国泰标普500ETF发起联接(QDII)C人民币,人民币,C,标普,场外/联接/LOF,2026-05-21,18.27%,60.10%,--,--,1.00万元,天天基金F10购买信息,暂停申购,开放赎回,0.00%,0.60%（每年）,0.15%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_017030_3.html
002423,华宝标普美国消费美元,美元,未标明,标普,场外/联接/LOF,2026-05-24,12.18%,54.57%,35.52%,179.94%,,,限大额,开放赎回,,1.00%（每年）,0.20%（每年）,0.00%（每年）,小于10万美元: 1.20%；大于等于10万美元，小于30万美元: 0.80%；大于等于30万美元，小于60万美元: 0.40%；大于等于60万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_002423_3.html
162415,华宝标普美国消费人民币A,人民币,A,标普,场外/联接/LOF,2026-05-24,6.55%,49.72%,44.01%,190.43%,3000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.12%,1.00%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.40% | 0.04%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_162415_3.html
009975,华宝标普美国消费人民币C,人民币,C,标普,场外/联接/LOF,2026-05-24,6.14%,47.91%,40.87%,--,3000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.00%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_009975_3.html
018066,华夏标普500ETF发起式联接(QDII)A(美元),美元,未标明,标普,场外/联接/LOF,2026-05-21,28.10%,71.01%,--,--,,,暂停申购,开放赎回,,0.60%（每年）,0.15%（每年）,0.00%（每年）,小于20万美元: 1.20%；大于等于20万美元，小于40万美元: 0.90%；大于等于40万美元，小于100万美元: 0.60%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_018066_3.html
018064,华夏标普500ETF发起式联接(QDII)A(人民币),人民币,未标明,标普,场外/联接/LOF,2026-05-21,20.87%,64.14%,--,--,100元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.60%（每年）,0.15%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于200万元: 0.90% | 0.09%；大于等于200万元，小于500万元: 0.60% | 0.06%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_018064_3.html
018065,华夏标普500ETF发起式联接(QDII)C,人民币,C,标普,场外/联接/LOF,2026-05-21,20.51%,62.67%,--,--,100元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.60%（每年）,0.15%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_018065_3.html
017642,摩根标普500指数(QDII)美钞,美元,未标明,标普,场外/联接/LOF,2026-05-21,26.97%,68.25%,--,--,,,限大额,开放赎回,,0.50%（每年）,0.15%（每年）,0.00%（每年）,小于10万美元: 1.20%；大于等于10万美元，小于20万美元: 0.80%；大于等于20万美元，小于100万美元: 0.30%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_017642_3.html
017643,摩根标普500指数(QDII)美汇,人民币,未标明,标普,场外/联接/LOF,2026-05-21,26.97%,68.25%,--,--,,,限大额,开放赎回,,0.50%（每年）,0.15%（每年）,0.00%（每年）,小于10万美元: 1.20%；大于等于10万美元，小于20万美元: 0.80%；大于等于20万美元，小于100万美元: 0.30%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_017643_3.html
017641,摩根标普500指数(QDII)人民币A,人民币,A,标普,场外/联接/LOF,2026-05-21,21.41%,64.46%,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.12%,0.50%（每年）,0.15%（每年）,0.00%（每年）,小于50万元: 1.20% | 0.12%；大于等于50万元，小于100万元: 0.80% | 0.08%；大于等于100万元，小于500万元: 0.30% | 0.03%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_017641_3.html
019305,摩根标普500指数(QDII)人民币C,人民币,C,标普,场外/联接/LOF,2026-05-21,21.05%,--,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,0.50%（每年）,0.15%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_019305_3.html
007721,天弘标普500发起(QDII-FOF)A,人民币,A,标普,场外/联接/LOF,2026-05-25,20.63%,62.12%,76.86%,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.10%,0.60%（每年）,0.20%（每年）,0.00%（每年）,小于500万元: 1.00% | 0.10%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于180天: 0.50%；大于等于180天，小于365天: 0.25%；大于等于365天: 0.00%,https://fundf10.eastmoney.com/jjgg_007721_3.html
007722,天弘标普500发起(QDII-FOF)C,人民币,C,标普,场外/联接/LOF,2026-05-25,20.32%,60.84%,74.49%,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,0.60%（每年）,0.20%（每年）,0.25%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_007722_3.html
022523,天弘标普500发起(QDII-FOF)D,人民币,D,标普,场外/联接/LOF,2026-05-21,20.32%,--,--,--,,,限大额,开放赎回,,0.60%（每年）,0.20%（每年）,0.25%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 1.00%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_022523_3.html
003718,易方达标普500指数美元汇A,美元,A,标普,场外/联接/LOF,2026-05-24,27.73%,74.44%,73.84%,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.20% | 0.12%；大于等于20万美元，小于100万美元: 0.80% | 0.08%；大于等于100万美元，小于200万美元: 0.50% | 0.05%；大于等于200万美元: 每笔200美元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_003718_3.html
012861,易方达标普500指数美元汇C,美元,C,标普,场外/联接/LOF,2026-05-24,27.27%,72.75%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012861_3.html
161125,易方达标普500指数人民币A,人民币,A,标普,场外/联接/LOF,2026-05-24,21.36%,69.01%,84.74%,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_161125_3.html
012860,易方达标普500指数人民币C,人民币,C,标普,场外/联接/LOF,2026-05-24,20.91%,67.32%,--,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012860_3.html
003720,易方达标普生物科技美元汇A,美元,A,标普,场外/联接/LOF,2026-05-24,60.42%,50.23%,1.05%,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.20% | 0.12%；大于等于20万美元，小于100万美元: 0.80% | 0.08%；大于等于100万美元，小于200万美元: 0.50% | 0.05%；大于等于200万美元: 每笔200美元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_003720_3.html
012867,易方达标普生物科技美元汇C,美元,C,标普,场外/联接/LOF,2026-05-24,59.70%,48.66%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012867_3.html
161127,易方达标普生物科技人民币A,人民币,A,标普,场外/联接/LOF,2026-05-24,52.37%,45.49%,7.40%,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_161127_3.html
012866,易方达标普生物科技人民币C,人民币,C,标普,场外/联接/LOF,2026-05-24,51.75%,44.06%,--,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012866_3.html
000593,易方达标普消费品指数美元现汇A,美元,A,标普,场外/联接/LOF,2026-05-24,4.25%,4.78%,-1.48%,120.52%,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.20% | 0.12%；大于等于20万美元，小于100万美元: 0.80% | 0.08%；大于等于100万美元，小于200万美元: 0.02% | 0.002%；大于等于200万美元: 每笔200美元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_000593_3.html
118002,易方达标普消费品指数A,人民币,A,标普,场外/联接/LOF,2026-05-24,-0.97%,1.48%,4.68%,129.29%,无限额,天天基金F10购买信息,开放申购,开放赎回,0.12%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于500万元: 0.80% | 0.08%；大于等于500万元，小于1000万元: 0.02% | 0.002%；大于等于1000万元: 每笔1000元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_118002_3.html
005676,易方达标普消费品指数C,人民币,C,标普,场外/联接/LOF,2026-05-24,-1.23%,0.70%,3.36%,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.25%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_005676_3.html
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),美元,未标明,标普,场外/联接/LOF,2026-05-24,48.28%,120.92%,151.94%,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.20% | 0.12%；大于等于20万美元，小于100万美元: 0.80% | 0.08%；大于等于100万美元，小于200万美元: 0.50% | 0.05%；大于等于200万美元: 每笔200美元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_003721_3.html
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),人民币,未标明,标普,场外/联接/LOF,2026-05-24,40.86%,114.00%,167.76%,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_161128_3.html
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),美元,未标明,标普,场外/联接/LOF,2026-05-24,47.76%,118.73%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012869_3.html
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),人民币,未标明,标普,场外/联接/LOF,2026-05-24,40.37%,111.87%,--,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012868_3.html
003719,易方达标普医疗保健美元汇A,美元,A,标普,场外/联接/LOF,2026-05-24,8.79%,7.22%,5.15%,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.20% | 0.12%；大于等于20万美元，小于100万美元: 0.80% | 0.08%；大于等于100万美元，小于200万美元: 0.50% | 0.05%；大于等于200万美元: 每笔200美元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_003719_3.html
012865,易方达标普医疗保健美元汇C,美元,C,标普,场外/联接/LOF,2026-05-24,8.34%,6.02%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012865_3.html
161126,易方达标普医疗保健人民币A,人民币,A,标普,场外/联接/LOF,2026-05-24,3.33%,3.83%,11.71%,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于等于6天: 1.50%；大于等于7天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_161126_3.html
012864,易方达标普医疗保健人民币C,人民币,C,标普,场外/联接/LOF,2026-05-24,2.92%,2.72%,--,--,10元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.35%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_012864_3.html
011706,长信标普100等权重指数美元,美元,未标明,标普,场外/联接/LOF,2026-05-24,22.74%,57.51%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,暂停赎回,,1.10%（每年）,0.20%（每年）,---,小于100万美元: 0.01%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年: 0.00%,https://fundf10.eastmoney.com/jjgg_011706_3.html
519981,长信标普100等权重指数人民币,人民币,未标明,标普,场外/联接/LOF,2026-05-24,16.72%,52.43%,55.85%,110.96%,100.00万元,天天基金F10购买信息,限大额,开放赎回,0.14%,1.10%（每年）,0.20%（每年）,---,小于100万元: 1.40% | 0.14%；大于等于100万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于3年: 0.35%；大于等于3年，小于5年: 0.20%；大于等于5年: 0.00%,https://fundf10.eastmoney.com/jjgg_519981_3.html
000044,嘉实美国成长股票美元现汇,美元,未标明,美国,场外/联接/LOF,2026-05-21,39.85%,109.31%,110.24%,379.53%,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_000044_3.html
000043,嘉实美国成长股票人民币,人民币,未标明,美国,场外/联接/LOF,2026-05-22,32.98%,103.95%,123.39%,403.25%,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_000043_3.html
159577,美国50ETF汇添富,人民币,未标明,美国,场内ETF,2026-05-21,29.88%,--,--,--,场内交易,天天基金F10购买信息,场内交易,场内交易,,0.50%（每年）,0.15%（每年）,未披露/不适用,场内交易: 按券商交易佣金,场内交易: 按券商交易佣金,https://fundf10.eastmoney.com/jjgg_159577_3.html
513850,美国50ETF易方达,人民币,未标明,美国,场内ETF,2026-05-24,29.80%,--,--,--,场内交易,天天基金F10购买信息,场内交易,场内交易,,0.50%（每年）,0.10%（每年）,未披露/不适用,场内交易: 按券商交易佣金,场内交易: 按券商交易佣金,https://fundf10.eastmoney.com/jjgg_513850_3.html
160140,南方道琼斯美国精选A,人民币,A,美国,场外/联接/LOF,2026-05-21,13.65%,34.20%,27.75%,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.12%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于300万元: 0.80% | 0.08%；大于等于300万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_160140_3.html
160141,南方道琼斯美国精选C,人民币,C,美国,场外/联接/LOF,2026-05-21,13.18%,32.86%,25.52%,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_160141_3.html
017653,创金合信全球芯片产业股票发起(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-25,73.42%,124.65%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.30% | 0.03%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天，小于365天: 0.25%；大于等于365天: 0.00%,https://fundf10.eastmoney.com/jjgg_017653_3.html
017654,创金合信全球芯片产业股票发起(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,72.45%,121.56%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.50%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_017654_3.html
018155,创金合信全球医药生物股票发起(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-25,54.81%,--,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.30% | 0.03%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天，小于365天: 0.25%；大于等于365天: 0.00%,https://fundf10.eastmoney.com/jjgg_018155_3.html
018156,创金合信全球医药生物股票发起(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,54.16%,--,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.50%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_018156_3.html
010645,富国全球健康生活主题混合(QDII)美元,美元,未标明,全球,场外/联接/LOF,2026-05-21,26.83%,53.23%,-14.29%,--,,,开放申购,开放赎回,,1.20%（每年）,0.20%（每年）,未披露/不适用,小于20万美元: 1.50%；大于等于20万美元，小于100万美元: 1.20%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_010645_3.html
010644,富国全球健康生活主题混合(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,19.20%,54.27%,-11.19%,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于100万元: 1.50% | 0.15%；大于等于100万元，小于500万元: 1.20% | 0.12%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_010644_3.html
023907,富国全球健康生活主题混合(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,19.81%,--,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_023907_3.html
100055,富国全球科技互联网股票(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-25,94.86%,178.34%,115.02%,394.12%,500.00万元,天天基金F10购买信息,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于500万元: 1.20% | 0.12%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_100055_3.html
000157,富国全球科技互联网股票(QDII)A(后端),人民币,未标明,全球,场外/联接/LOF,,--,--,--,--,500.00万元,天天基金F10购买信息,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于500万元: 1.20% | 0.12%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_000157_3.html
022184,富国全球科技互联网股票(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,93.95%,--,--,--,500.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_022184_3.html
